1.022566345261623866e+02,2.786328633228311036e-01
1.046776959812127075e+02,5.185306731205409081e-01
1.600671504520639417e+02,5.405611652649449095e-01
1.483130518276414591e+02,1.364815601062450701e-01
1.630506564713875548e+02,3.885830682782182022e-01
1.018625808866633520e+02,2.784647533530310026e-01
2.355460094271789160e+02,6.509809294570851890e-01
2.254915896312297150e+02,2.309851400007193745e-01
1.290358511393079937e+02,1.562598934444002774e-01
1.736434803893126855e+02,8.528086881966688848e-01
2.133284873406975919e+02,5.509451041878602462e-01
1.566429846421807781e+02,1.623938715119896681e-01
1.702806013044383917e+02,6.781124088998718991e-01
1.375021781089697015e+02,2.267617388185331484e-01
1.190083586070439878e+02,3.002250453952187148e-01
1.131759817404446693e+02,3.347898048817580241e-01
1.024481855762398226e+02,6.572885713668759067e-01
1.804368204758364982e+02,4.714112704321213876e-01
1.091859173508989187e+02,2.720497149714716234e-01
1.747317780507201235e+02,4.574610096637260481e-01
1.225248876176769386e+02,1.967030012311655196e-01
1.328705811782038211e+02,8.341496061957800467e-01
1.940753586878659007e+02,5.531570629753564949e-01
2.000800294151828496e+02,4.776154525935417672e-01
1.714721187396423829e+02,3.516531397177692364e-01
1.280781468499019127e+02,1.345725837893009258e-01
2.110258891301584754e+02,7.019559335679784740e-01
1.722421632213946054e+02,5.346152350970544420e-01
1.109869117821469615e+02,7.137523405717605129e-01
1.223702461493067517e+02,7.323590129726295084e-01
1.092402711958563657e+02,1.577771034997041133e-01
1.037175495748137166e+02,6.277726675262780276e-01
2.373731302940074386e+02,1.426394706753976449e-01
1.193885253038845065e+02,6.480195621781605908e-01
1.842936148177323616e+02,4.546807696106118790e-01
2.264251619664624400e+02,4.743969179039688733e-01
1.703272690383008694e+02,6.288474678119675421e-01
2.244645688449232352e+02,6.519733055412895162e-01
1.100921742522504445e+02,3.106635875564510707e-01
1.084387830765377743e+02,1.091831470081398719e-01
1.019707861337951158e+02,7.170355572998121652e-01
2.299608812007936365e+02,7.529138610310796009e-01
1.296528916765413442e+02,2.117132829986366760e-01
1.643775398764514080e+02,5.624053964598728639e-01
1.658791653068150254e+02,3.725394176353594711e-01
1.133713688059686149e+02,2.857723899752532271e-01
2.350914239794764455e+02,2.589150028680837767e-01
1.085675239104156731e+02,3.171926186309445006e-01
1.150861278343410845e+02,8.814822112085544115e-01
2.246654074165730037e+02,2.723431826250892751e-01
1.116926542040216646e+02,3.851259336496769548e-01
1.835917130966624597e+02,1.147199573044930254e-01
1.204522390053576828e+02,5.934322156760113431e-01
1.033537128424749056e+02,2.843243102248675935e-01
1.998964209282013087e+02,6.938813888526796925e-01
1.251615667407096595e+02,5.674001667159092044e-01
2.019350072071068780e+02,4.360828436718056089e-01
1.477443722805670347e+02,6.674022657558896787e-01
1.036627374835481277e+02,8.776364207226955427e-01
1.060561945448403804e+02,7.480312941258225878e-01
1.159146006527987822e+02,4.445241437293491193e-01
1.422760145191396646e+02,8.661828798491606474e-01
1.319610696149454157e+02,1.382064808839167103e-01
1.198918105098000666e+02,6.862254407133506762e-01
1.304218177690992775e+02,6.405331594251156835e-01
1.410398795124148137e+02,5.216041342353248123e-01
1.135139115207917229e+02,5.535899614979041816e-01
1.190705082000942241e+02,6.783561993977127447e-01
1.021004294633347911e+02,6.460826801322102630e-01
2.168390244207304534e+02,7.362501440794316787e-01
1.234251119972601742e+02,1.902764177614350294e-01
1.284537259957073161e+02,2.593301057370966944e-01
1.432249754652947615e+02,6.770553831782029075e-01
1.024752846587225434e+02,4.150938579862656352e-01
1.143685821880686433e+02,3.713483224942558669e-01
1.064957598709517868e+02,2.227565488572968988e-01
1.429075041904643228e+02,1.804592116889748299e-01
2.238194049359792928e+02,4.257976854840621606e-01
1.768465685039695927e+02,5.663323715732030417e-01
1.968439677987476273e+02,6.925764167693448936e-01
1.748903394086752883e+02,7.962886734205509853e-01
1.018331005442023809e+02,8.732209283221423757e-01
1.026341263716650616e+02,4.644518842817734194e-01
1.641962157918711114e+02,4.203383992573465067e-01
1.359527371423683917e+02,3.391517047707293675e-01
2.048325353270684275e+02,7.626880533944947471e-01
1.290283721707266693e+02,8.278729359926046971e-01
1.312239066420107747e+02,7.129093402010360236e-01
1.997448288303441473e+02,1.546518274511400337e-01
1.324728541467399907e+02,5.848212159806506216e-01
1.028242660450740971e+02,8.513729059427028734e-01
1.496393096736715620e+02,1.817141261960539822e-01
1.055320028318366212e+02,8.820316131519617686e-01
1.422708720394024908e+02,3.853509794995918503e-01
1.819146041459169396e+02,6.233497346712482123e-01
1.044349712083708397e+02,1.982285650241562003e-01
1.148467605685317636e+02,8.690817547308655744e-01
1.816685791851488432e+02,6.209451417372926496e-01
2.003583914697288435e+02,8.493422479154589810e-01
1.691654955444495272e+02,8.270618442195272202e-01
